Disease,Description,Symptoms,Diet,Medication,workout,Precautions
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Consume foods rich in vitamin C and antioxidants,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Include zinc-rich foods,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Limit sugary foods and beverages,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Consume chicken soup,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Consult a healthcare professional,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Rest and conserve energy,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Gradually resume normal diet,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"[('high_fever', 7), ('fatigue', 4), ('continuous_sneezing', 4), ('cough', 4), ('chills', 3)]","['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Follow medical recommendations,"['keep fever in check', 'drink vitamin c rich drinks', 'avoid cold food', 'take vapour']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Stay hydrated,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Include nutrient-rich foods,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Consume foods rich in vitamin C and antioxidants,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Include zinc-rich foods,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Limit sugary foods and beverages,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Consume chicken soup,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Consult a healthcare professional,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Rest and conserve energy,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Gradually resume normal diet,"['medication', 'follow up', 'consult doctor', 'rest']"
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"[('high_fever', 7), ('fatigue', 4), ('cough', 4), ('breathlessness', 4), ('chills', 3)]","['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Follow medical recommendations,"['medication', 'follow up', 'consult doctor', 'rest']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Consume high-fiber foods,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Stay hydrated,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Include nutrient-rich foods,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Consume foods rich in flavonoids,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Limit processed foods,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Avoid spicy and greasy foods,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Consult a healthcare professional,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Practice good hygiene,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Gradually resume normal diet,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"[('bloody_stool', 5), ('pain_in_anal_region', 6), ('irritation_in_anus', 6), ('pain_during_bowel_movements', 5), ('constipation', 4)]","['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Follow medical recommendations,"['consume alovera juice', 'consume witch hazel', 'avoid fatty spicy food', 'warm bath with epsom salt']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Follow a heart-healthy diet,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Limit sodium intake,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Include fiber-rich foods,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Consume healthy fats,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Include lean proteins,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Limit sugary foods and beverages,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Stay hydrated,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"[('vomiting', 5), ('breathlessness', 4), ('chest_pain', 7), ('sweating', 3)]","['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Consult a healthcare professional,"['call ambulance', 'keep calm', 'chew or swallow asprin']"
